"first_name","gender"
"Kenneth","male"
"George","male"
"Louis","male"
"S.","NA"
"William","male"
"George","male"
"Hyrum","male"
"Reed","male"
"Gyorgi","NA"
"George","male"
"Churchman","NA"
"Reid","male"
"Glenn","male"
"Carlos","male"
"George","male"
"Kenneth","male"
"Louis","male"
"Max","male"
"Stringfellow","NA"
"Allan","male"
"Howard","male"
"Hubert","male"
"Robert","male"
"Laurence","male"
"Donna","female"
"Erich","male"
"Mohammad","male"
"Gore","NA"
"Marshall","male"
"Betty","female"
"Jesse","male"
"J.","NA"
"Boyd","male"
"Apostle","NA"
"Hartman","male"
"Frank","male"
"George","male"
"Curtis","male"
"Boyd","male"
"Spiro","male"
"Jerry","male"
"Kenneth","male"
"Brian","male"
"Preston","male"
"Albert","male"
"John","male"
"John","male"
"Jean-Jacques","NA"
"Claud","NA"
"Johann","male"
"Friedrich","male"
"Elizabeth","female"
"Adolph","male"
"Anna","female"
"Mary","female"
"Helen","female"
"Elizabeth","female"
"Augusta","female"
"Mary","female"
"Eighteenth","NA"
"Anna","female"
"Jesse","male"
"Anne","female"
"Fannie","female"
"Zina","female"
"J.","NA"
"R.","NA"
"Dr","NA"
"Clarence","male"
"Lawrance","male"
"B.","NA"
"H.","NA"
"Augusta","female"
"Mormon","NA"
"Elizabeth","female"
"Mary","female"
"Francis","male"
"D.","NA"
"Taylor","female"
"Alberto","male"
"Howard","male"
"Borthwick","NA"
"Samuel","male"
"Hermann","NA"
"Emil","male"
"Dorrit","NA"
"Yale","male"
"Harry","male"
"John","male"
"Farrold","NA"
"David","male"
"Bob","male"
"Grant","male"
"Rela","NA"
"Paul","male"
"Frank","male"
"Simister","NA"
"James","male"
"Mary","female"
"Fred","male"
"Anthony","male"
"William","male"
"Florence","female"
"Charles","male"
"Otto","male"
"Henry","male"
"M.","NA"
"Jessie","female"
"Joseph","male"
"Joe","male"
"CharlesElmer","NA"
"Joseph","male"
"Heather","female"
"Virginia","female"
"Adam","male"
"Ardis","NA"
"Albert","male"
"Edward","male"
"Max","male"
"Dave","male"
"Ira","male"
"Earl","male"
"Nancy","female"
"Monroe","male"
"Barbara","female"
"Joseph","male"
"Robert","male"
"Frank","male"
"Anthony","male"
"Alan","male"
"Michael","male"
"Ron","male"
"Apostle","NA"
"Lester","male"
"Alex","male"
"Thomas","male"
"Robert","male"
"Greg","male"
"Ramon","male"
"Harold","male"
"Bob","male"
"Michael","male"
"Brian","male"
"Dick","male"
"Marc","male"
"Floyd","male"
"Scott","male"
"John","male"
"Monsignor","NA"
"John","male"
"Pagan","NA"
"John","male"
"Ira","male"
"Charley","female"
"Charles","male"
"John","male"
"Monsignor","NA"
"Dennis","male"
"John","male"
"William","male"
"L.","NA"
"H.","NA"
"Hairy","NA"
"John","male"
"Edwin","male"
"J.","NA"
"Ezra","male"
"Orlando","male"
"Norman","male"
"Lindy","female"
"John","male"
"Bennett","male"
"James","male"
"Thomas","male"
"George","male"
"William","male"
"Hilton","male"
"Charles","male"
"Daniel","male"
"Joseph","male"
"Glasmann","NA"
"W.","NA"
"Charles","male"
"Evelyn","female"
"Evelyn","female"
"John","male"
"Hiram","male"
"Leon","male"
"Joseph","male"
"John","male"
"Allie","female"
"Carr","NA"
"J.","NA"
"John","male"
"Archibald","NA"
"Edward","male"
"White","NA"
"Alfred","male"
"Adolph","male"
"Granville","NA"
"Claude","male"
"Beulah","female"
"Richard","male"
"Emma","female"
"Gladen","NA"
"Emma","female"
"Thomas","male"
"Wallace","male"
"Jesse","male"
"Gustave","male"
"Charles","male"
"Charles","male"
"Fyodor","NA"
"Nathan","male"
"Fay","female"
"Alain","male"
"F.","NA"
"Carl","male"
"Walter","male"
"George","male"
"Zora","female"
"Rudolph","male"
"Jean","male"
"Theophilus","male"
"A.","NA"
"Chandler","male"
"John","male"
"Gwendolyn","female"
"Arthur","male"
"Helen","female"
"Edward","male"
"Waring","NA"
"Lewis","male"
"Aaron","male"
"Louise","female"
"Isaac","male"
"Ethel","female"
"Patrick","male"
"Jessie","female"
"William","male"
"R.","NA"
"Edward","male"
"Daniel","male"
"Order","NA"
"N.","NA"
"Mancos","NA"
"D.","NA"
"C.","NA"
"William","male"
"Near","NA"
"P.","NA"
"Hubbard","NA"
"James","male"
"Badger","NA"
"Tom","male"
"Ben","male"
"Luke","male"
"Hal","male"
"Mary","female"
"John","male"
"Fred","male"
"The","NA"
"Owen","male"
"James","male"
"Henry","male"
"E.H.","NA"
"Joseph","male"
"Bill","male"
"Calvin","male"
"G.","NA"
"Bert","male"
"Bill","male"
"John","male"
"Jockey","NA"
"Andrew","male"
"Andy","male"
"Clair","female"
"Sid","male"
"Lynn","female"
"Julio","male"
"Nicholas","male"
"Jessie","female"
"Leo","male"
"Gene","male"
"Lee","male"
"Scott","male"
"Leon","male"
"Lynne","female"
"Dred","NA"
"Joanne","female"
"Levi","male"
"Illinois","NA"
"Sarah","female"
"Gordian","NA"
"Buchanan ","NA"
"Ulysses","male"
"Arizona","female"
"Jeffery","male"
"Paul","male"
"Columbus","male"
"D.","NA"
"Acting","NA"
"the","NA"
"George","male"
"Alvira","NA"
"C.","NA"
"Richard","male"
"Joseph","male"
"Delana","female"
"Thomas","male"
"Charles","male"
"J.","NA"
"John","male"
"Joseph","male"
"John","male"
"Pierre","male"
"John","male"
"Edward","male"
"Buchanan","NA"
"Francis","male"
"George","male"
"George","male"
"Donathan","male"
"Benjamin","male"
"José","NA"
"Fitzhugh","NA"
"Russell","male"
"A.","NA"
"Richard","male"
"Frank","male"
"George","male"
"Ray","male"
"Edgar","male"
"John","male"
"Orrin","male"
"Frank","male"
"Tell","NA"
"Marshall","male"
"J.","NA"
"Wesley","male"
"Elwell","NA"
"Queen","female"
"William","male"
"E.","NA"
"Wilhelm","male"
"George","male"
"Gila","female"
"Joseph","male"
"Henry","male"
"John","male"
"M.","NA"
"Mary","female"
"Mary","female"
"Pro","NA"
"James","male"
"Justin","male"
"William","male"
"Radical","NA"
"Orlando","male"
"William","male"
"Edward","male"
"Mother","NA"
"Florence","female"
"Emily","female"
"Mother","NA"
"Sister","NA"
"Sister","NA"
"Mother","NA"
"Mother","NA"
"Dante","male"
"James","male"
"Sister","NA"
"Sister","NA"
"Helen","female"
"Adeline","female"
"Sister","NA"
"Andrea","female"
"Mary","female"
"George","male"
"William","male"
"Clinton","male"
"Steven","male"
"Afton","female"
"Helen","female"
"Louise","female"
"Clark","male"
"Fay","female"
"Janet","female"
"Orson","male"
"Andrew","male"
"William","male"
"Sam","male"
"John","male"
"Jack","male"
"Agnes","female"
"Joaquin","male"
"Adam","male"
"James","male"
"James","male"
"Gordon","male"
"Mae","female"
"Roman","male"
"B.","NA"
"Clarence","male"
"Pathé","NA"
"J.","NA"
"Robert","male"
"Sam","male"
"Lone","NA"
"Christopher","male"
"Roger","male"
"Melvin","male"
"Ward","male"
"Elihu","male"
"James","male"
"George","male"
"J.E.B.","NA"
"John","male"
"Stephen","male"
"Little","male"
"Alfred","male"
"Lewis","male"
"Elon","male"
"Jock","NA"
"Frederick","male"
"Nauvoo","NA"
"William","male"
"Thomas","male"
"Benjamin","male"
"Generals","NA"
"Samuel","male"
"George","male"
"J.","NA"
"Isaac","male"
"Hector","male"
"Teamster","NA"
"Franklin","male"
"E.","NA"
"Phebe","female"
"James","male"
"Apostle","NA"
"Hans","male"
"John","male"
"Francis","male"
"E.B.","NA"
"Joseph","male"
"Peter","male"
"Lamar","male"
"Russell","male"
"Chambronne","NA"
"Utahn","NA"
"Clyde","male"
"S.","NA"
"John","male"
"Thomas","male"
"E.O.","NA"
"John","male"
"James","male"
"C.A.","NA"
"Fred","male"
"Isaac","male"
"L.","NA"
"W.","NA"
"Sarah","female"
"Isaac","male"
"John","male"
"A.N.","NA"
"J.W.","NA"
"Willard","male"
"Bluff","NA"
"Ricketts","NA"
"Walter","male"
"Halfway","NA"
"William","male"
"Peter","male"
"George","male"
"Ponderosa","NA"
"Theodore","male"
"Allen","male"
"George","male"
"ASHLEY","female"
"Harry","male"
"Jacqueline","female"
"Joseph","male"
"Augustus","male"
"Corinne","female"
"Benjamin","male"
"James","male"
"George","male"
"Ben","male"
"Cherry","female"
"Charley","female"
"Joe","male"
"Joe","male"
"Joseph","male"
"Murray","male"
"L.","NA"
"Jasper","male"
"Charles","male"
"Thomas","male"
"George","male"
"Charles","male"
"John","male"
"Arthur","male"
"W.A.","NA"
"Log-cabin","NA"
"William","male"
"Wilhelmina","female"
"Karen","female"
"Uncle","NA"
"Bram","male"
"JERRY","male"
"J.M.","NA"
"J.","NA"
"Thomas","male"
"D.","NA"
"Charles","male"
"Francis","male"
"Herman","male"
"David","male"
"A.","NA"
"H.","NA"
"Colorado","NA"
"LTC","NA"
"interpreter","NA"
"Joseph","male"
"Ovando","NA"
"Joseph","male"
"John","male"
"A.","NA"
"George","male"
"J.","NA"
"Lizzie","female"
"Gypsy","female"
"Il","NA"
"J.","NA"
"Willard","male"
"George","male"
"Conductor","NA"
"William","male"
"Henry","male"
"Thomas","male"
"Jeannette","female"
"John","male"
"Mary","female"
"Mary","female"
"George","male"
"Joseph","male"
"E.","NA"
"Francis","male"
"James","male"
"Edward","male"
"the","NA"
"David","male"
"J.","NA"
"Frederick","male"
"Edward","male"
"David","male"
"Quincy","male"
"Anna","female"
"Mary","female"
"Clara","female"
"Charles","male"
"C.","NA"
"John","male"
"Samuel","male"
"Mary","female"
"Harriet","female"
"Angie","female"
"Willard","male"
"Joseph","male"
"Josiah","male"
"Mary","female"
"Bishops","NA"
"Cardinal","NA"
"Gratefully","NA"
"Bishop","male"
"Devotedly","NA"
"Hayes","male"
"Diocesan","NA"
"Monsignor","NA"
"Seminary","NA"
"Bp","NA"
"Monsignor","NA"
"Cathedral","NA"
"25,520.83","NA"
"Joseph","male"
"Stephen","male"
"Jesse","male"
"Richard","male"
"Briant","male"
"Lyman","male"
"Ernest","male"
"Everett","male"
"Lyle","male"
"Michel","male"
"Curt","male"
"Ronald","male"
"Ted)","NA"
"Lloyd","male"
"Mark","male"
"Lisle","NA"
"James","male"
"Curt","male"
"Clyde","male"
"David","male"
"Russell","male"
"Gordon","male"
"James","male"
"Ben","male"
"Ben","male"
"Steve","male"
"H.","NA"
"Richard","male"
"Edwin","male"
"Apostle","NA"
"David","male"
"Colleen","female"
"Swen","NA"
"Honor","female"
"Duane","male"
"Larry","male"
"Jerry","male"
"Douglas","male"
"Bechan","NA"
"Tsosie","NA"
"Jim","male"
"Levi","male"
"S.","NA"
"Carl","male"
"a","NA"
"James","male"
"Wayne","male"
"Joseph","male"
"José","NA"
"Frank","male"
"Uriah","male"
"Chicken","NA"
"Joe","male"
"Jack","male"
"E.","NA"
"Old","NA"
"Jim","male"
"the","NA"
"Robert","male"
"Paul","male"
"L.","NA"
"Arthur","male"
"Margaret","female"
"Hyrum","male"
"Hilary","female"
"Benjamin","male"
"J.","NA"
"Alice","female"
"Mary","female"
"Bernice","female"
"Fredrick","male"
"Margaret","female"
"John","male"
"Mammoth","NA"
"JOHN","male"
"Yee","male"
"Clifford","male"
"Frederick","male"
"O.B.","NA"
"Historian","NA"
"Marietta","female"
"Harrison","male"
"Frederick","male"
"W.A.","NA"
"J.W.","NA"
"S.W.","NA"
"Thomas","male"
"Frank","male"
"John","male"
"Floyd","male"
"John","male"
"Fred","male"
"Eddie","male"
"Harry","male"
"A.J.","NA"
"Henry","male"
"A.J.","NA"
"Frank","male"
"Floyd","male"
"Tracy","female"
"M.S.","NA"
"Frank","male"
"Vere","NA"
"John","male"
"Walter","male"
"Joseph","male"
"Paul","male"
"John","male"
"Frank","male"
"Rick","male"
"Robert","male"
"Joseph","male"
"Reeds","NA"
"Bert","male"
"Don","male"
"William","male"
"A.R","NA"
"Evan","male"
"George","male"
"Glen","male"
"Elmer","male"
"Fireman","NA"
"Roger","male"
"W.E.","NA"
"S.R.","NA"
"James","male"
"Paul","male"
"Hotel","NA"
"William","male"
"J.W.","NA"
"Chief","NA"
"John","male"
"Joseph","male"
"Grant","male"
"Caleb","male"
"Fritz","male"
"Hans","male"
"Søren","NA"
"Erik","male"
"Grant","male"
"F.W.","NA"
"Norske","NA"
"Svenska","NA"
"Peerless","NA"
"Written","NA"
"William","male"
"Misty","female"
"Christian","male"
"Ole","male"
"Kristoffer","male"
"Olivia","female"
"Erling","NA"
"Bjørnstjerne","NA"
"Roald","NA"
"Jens","male"
"Frederick","male"
"Kistie","NA"
"GEORGE","male"
"JOHN","male"
"JACOB","male"
"William","male"
"Benjamin","male"
"John","male"
"Nathaniel","male"
"Soon","NA"
"George","male"
"John","male"
"James","male"
"Lewis","male"
"Nellie","female"
"Caroline","female"
"Chambers","NA"
"H.L.","NA"
"Benjamin","male"
"Jerry","male"
"GARY","male"
"Nettie","female"
"May","female"
"Sadie","female"
"Amy","female"
"Robert","male"
"Naomi","female"
"Theodore","male"
"Basle","NA"
"Bernard","male"
"Louis","male"
"Zionism","NA"
"Benjamin","male"
"Judah","male"
"Lillian","female"
"Rose","female"
"Rachel","female"
"Infant","female"
"Erica","female"
"Fanny","female"
"Nicholas","male"
"Samuel","male"
"Shaarey","NA"
"Robert","male"
"Rabbi","NA"
"Rabbi","NA"
"Salt","NA"
"Oscar","male"
"Elsa","female"
"Sara","female"
"Marvin","male"
"Yoram","NA"
"Diaper","NA"
"Charlie","male"
"Jerry","male"
"Shirley","female"
"Uncle","NA"
"Marsha","female"
"Leslie","female"
"Rose","female"
"Diana","female"
"Marian","female"
"Historian","NA"
"William","male"
"Genero","NA"
"Rosa","female"
"José","NA"
"Carlos","male"
"Stanley","male"
"William","male"
"Stan","male"
"Rosa","female"
"Cecilia","female"
"Hilda","female"
"Carl","male"
"Juanita","female"
"Helen","female"
"Nym","NA"
"Mao","female"
"Jackson","male"
"Bruce","male"
"Hilda","female"
"Milton","male"
"Girl","female"
"Elsa","female"
"Bernard","male"
"Port","NA"
"Peggy","female"
"William","male"
"Alfred","male"
"Joseph","male"
"Sarah","female"
"Roger","male"
"Deseret","NA"
"Milton","male"
"Oscar","male"
"William","male"
"Niels","male"
"Bishop","male"
"A.","NA"
"Charles","male"
"Tom","male"
"Jim","male"
"Franklin","male"
"Rick","male"
"Larry","male"
"Steve","male"
"Gerald","male"
"Jerome","male"
"Randall","male"
"Elena","female"
"Virginia","female"
"Jerry","male"
"Randy","male"
"Angelyn","female"
"Heidi","female"
"Dennis","male"
"Nick","male"
"Thomas","male"
"Neil","male"
"Charles","male"
"James","male"
"D.","NA"
"F.","NA"
"Dankmar","NA"
"Louis","male"
"E.","NA"
"A.","NA"
"E.","NA"
"Edward","male"
"George","male"
"Thomas","male"
"W.A.","NA"
"C.E.","NA"
"William","male"
"Andrew","male"
"Counselor","NA"
"Lawyer","NA"
"Thomas","male"
"Councilman","NA"
"Lewis","male"
"Sister","NA"
"Amanda","female"
"Mary","female"
"Basil","male"
"Oliver","male"
"Sister","NA"
"Allan","male"
"Sisters","NA"
"the","NA"
"Jenny","female"
"A.","NA"
"Neil","male"
"Pietro","male"
"Sister","NA"
"Martin","male"
"Danny","male"
"Robert","male"
"Calvin","male"
"Michael","male"
"A.","NA"
"Whitney","female"
"Sister","NA"
"Sister","NA"
"Sister","NA"
"Alex","male"
"Francis","male"
"Frederick","male"
"John","male"
"Joseph","male"
"J.","NA"
"Ralph","male"
"Clark","male"
"Robert","male"
"Aldin","male"
"George","male"
"Lowe","NA"
"Don","male"
"Mark","male"
"Pamela","female"
"Jan","male"
"Augustus","male"
"Daniel","male"
"Phil","male"
"C.B.","NA"
"Mary","female"
"Allan","male"
"C.","NA"
"Bill","male"
"Joseph","male"
"Eliza","female"
"Earnest","male"
"Ed","male"
"Tom","male"
"Virginia","female"
"Phineas","male"
"John","male"
"Edward","male"
"John","male"
"Powl","NA"
"Powell","male"
"John","male"
"Henry","male"
"Martha","female"
"William","male"
"John","male"
"John","male"
"Joseph","male"
"Samuel","male"
"Isaac","male"
"Calmed","NA"
"Peter","male"
"James","male"
"Polygamic","NA"
"Bertha","female"
"Helen","female"
"Mary","female"
"JEFF","male"
"Loren","female"
"Taylor","female"
"LaVor","NA"
"LeRoy","male"
"C.L.","NA"
"Charles","male"
"Robert","male"
"science;William","NA"
"Sarah","female"
"John","male"
"James,","NA"
"Stewart","male"
"Margaret","female"
"Elder","male"
"Henry","male"
"Bertha","female"
"Thomas","male"
"O.","NA"
"Peter","male"
"H.","NA"
"Edmund","male"
"Charles","male"
"Warren","male"
"Ira","male"
"Ira","male"
"Amos","male"
"William","male"
"Warren","male"
"Thomas","male"
"Lester","male"
"William","male"
"Lester","male"
"William","male"
"Arthur","male"
"Walter","male"
"Virgil","male"
"A.","NA"
"Sá","NA"
"Happy","NA"
"Hastiin","NA"
"Mountain","NA"
"Night","NA"
"Hastiin","NA"
"Joseph","male"
"Herrero","NA"
"Left","NA"
"Maimi","NA"
"June","female"
"Superintendent","NA"
"Charles","male"
"Mary","female"
"Hambleton","NA"
"R.","NA"
"Harry","male"
"Myron","male"
"Myron","male"
"Charles","male"
"Alice","female"
"Romania","NA"
"Peter","male"
"Frances","female"
"Florence","female"
"Adele","female"
"Rhea","female"
"Herond","NA"
"Charles","male"
"Bernard","male"
"Clarence","male"
"Daryl","male"
"Barbara","female"
"Lois","female"
"R.","NA"
"Bud","male"
"Roberta","female"
"George","male"
"John","male"
"David","male"
"John","male"
"Reuben","male"
"Edward","male"
"Dan","male"
"Uintah","NA"
"Byron","male"
"James","male"
"Charles","male"
"L.","NA"
"Charles","male"
"Ed","male"
"H.","NA"
"John","male"
"F.","NA"
"Hyrum","male"
"Charles","male"
"Nellie","female"
"Magdalena","female"
"Ft","NA"
"Mary","female"
"Priscilla","female"
"Harmony","female"
"John","male"
"Albina","female"
"Rachel","female"
"Caroline","female"
"Preston","male"
"R.","NA"
"Bernard","male"
"Emory","male"
"William","male"
"William","male"
"Cantonment","NA"
"Robert","male"
"D.","NA"
"Richard","male"
"Henry","male"
"Charles","male"
"Take","NA"
"W.","NA"
"Hiram","male"
"Allan","male"
"Christian","male"
"B.","NA"
"Mark","male"
"Maria","female"
"Esther","female"
"Sarah","female"
"Buchanan","NA"
"H.","NA"
"Scipio","NA"
"William","male"
"Harold","male"
"Frank","male"
"Charles","male"
"Hernan","male"
"Lorenzo","male"
"George","male"
"Hoskaninni","NA"
"J.","NA"
"William","male"
"Jonathan","male"
"J.P.","NA"
"Jack","male"
"Otis","male"
"Agathla","NA"
"James","male"
"Ben","male"
"Dan","male"
"Jess","male"
"William","male"
"Broken","NA"
"Bill","male"
"John","male"
"John","male"
"Capitan","NA"
"W.","NA"
"G.","NA"
"William","male"
"J.","NA"
"Bill","male"
"C.","NA"
"Carter","male"
"a","NA"
"C.","NA"
"Al","male"
"a","NA"
"Armistead","NA"
"Clint","male"
"Allan","male"
"Henry","male"
"A.","NA"
"James","male"
"Henry","male"
"L.D.","NA"
"William","male"
"Moses","male"
"George","male"
"Pavel","male"
"Paul","male"
"Charles","male"
"F.","NA"
"Charles","male"
"George","male"
"Charles","male"
"Landon","male"
"John","male"
"Gramme-","NA"
"William","male"
"Joseph","male"
"Jablochkoff","NA"
"Charles","male"
"George","male"
"George","male"
"Thomas","male"
"Annie","female"
"Hill","NA"
"Monsignor","NA"
"Mary","female"
"Mother","NA"
"Myron","male"
"Mark","male"
"Herena","NA"
"Lucille","female"
"Keith","male"
"Kenneth","male"
"Sister","NA"
"Anne","female"
"Rebecca","female"
"Giovanni","male"
"Paul","male"
"Bruce","male"
"Dan","male"
"Arles","NA"
"Robert","male"
"Willard","male"
"Luke","male"
"Stephanie","female"
"Cornelius","male"
"Luke","male"
"Erick","male"
"Otto","male"
"Harry","male"
"Charles","male"
"William","male"
"Regina","female"
"J.","NA"
"Victoria","female"
"Johnson","male"
"Joseph","male"
"Serena","female"
"Hetch","NA"
"Congressmen","NA"
"Figs","NA"
"Arthur","male"
"Angus","male"
"Dave","male"
"Stewart","male"
"Frank","male"
"Alexander","male"
"B.","NA"
"James","male"
"Victor","male"
"Thomas","male"
"William","male"
"James","male"
"C.","NA"
"Clyde","male"
"James","male"
"Oliver","male"
"William","male"
"Robert","male"
"William","male"
"James","male"
"David","male"
"Delmas","NA"
"Byron","male"
"Harry","male"
"Erick","male"
"Karl","male"
"Harry","male"
"O.","NA"
"A.","NA"
"Maggie","female"
"Henry","male"
"Lizzie","female"
"Jackson","male"
"Magician","NA"
"Robert","male"
"Eugène","NA"
"Young","male"
"Mormons","NA"
"Cora","female"
"Ronald","male"
"Warning","NA"
"Kate","female"
"H.","NA"
"Frederick","male"
"Rasmus","NA"
"Edwin","male"
"William","male"
"John","male"
"Thomas","male"
"Blain","male"
"George","male"
"Donald","male"
"E.","NA"
"Paul","male"
"Jimmy","male"
"KS","NA"
"Bill","male"
"Paul","male"
"Bill","male"
"Emerson","male"
"Salle","NA"
"Ken","male"
"Coleman","male"
"Roy","male"
"Slim","NA"
"gad","NA"
"D.","NA"
"Woody","male"
"Mel","male"
"Les","male"
"the","NA"
"Al","male"
"Florsheim","NA"
"Jan","male"
"Jack","male"
"Ron","male"
"Michael","male"
"Ron","male"
"Ron","male"
"Steve","male"
"Joe","male"
"Doc","male"
"Charlie","male"
"Michael","male"
"Dick","male"
"Larry","male"
"Gene","male"
"Henry","male"
"Oscar","male"
"Charlie","male"
"Stan","male"
"Herbie","NA"
"Ray","male"
"Gary","male"
"Pete","male"
"Richie","male"
"LAURENCE","male"
"John","male"
"David","male"
"James","male"
"Presidents","NA"
"William","male"
"Ebenezer","male"
"David","male"
"Surveyor","NA"
"Albert","male"
"W.","NA"
"Richard","male"
"D.","NA"
"Ray","male"
"Orson","male"
"John","male"
"JOHN","male"
"J.","NA"
"seemed","NA"
"C.","NA"
"Charles","male"
"Capt","NA"
"L.W.","NA"
"Theophilus","male"
"Lucien","male"
"Seth","male"
"William","male"
"Fearless","NA"
"A","NA"
"rang","NA"
"MICHAEL","male"
"Rush","male"
"Brigham","male"
"Bishop","male"
"Charles","male"
"Charles","male"
"Johnston","male"
"Louise","female"
"Kimball","male"
"Blessed","NA"
"John","male"
"Ben","male"
"Frank","male"
"E.B.","NA"
"William","male"
"H.C.","NA"
"T.P.","NA"
"J.B.","NA"
"Owen","male"
"Frank","male"
"Lewis","male"
"Elizabeth","female"
"William","male"
"Lehi","male"
"Leonard","male"
"Henry","male"
"Steve","male"
"Elijah","male"
"W.F.","NA"
"Martha","female"
"Joseph","male"
"Vincent","male"
"Thomas","male"
"Katherine","female"
"Ellen","female"
"J.M.","NA"
"Following","NA"
"Nancy","female"
"Stephen","male"
"Randall","male"
"Thomas","male"
"Leave","NA"
"Charles","male"
"Charles","male"
"Albert","male"
"William","male"
"Charles","male"
"Stanley","male"
"Dwight","male"
"Jane","female"
"Ethel","female"
"James","male"
"Argonne","NA"
"Ross","male"
"Ross","male"
"Gunda","NA"
"Genevieve","female"
"Ethel","female"
"Charles","male"
"Murray","male"
"Son","male"
"Andrew","male"
"Mark","male"
"Alma","female"
"Jim","male"
"Dave","male"
"Thomas","male"
"Archie","male"
"Andy","male"
"Alicia","female"
"Rey","male"
"Eugene","male"
"Edward","male"
"Scott","male"
"Willie","male"
"Bobbie","female"
"Ted","male"
"Ted","male"
"James","male"
"Alfonso","male"
"Terry","male"
"Richard","male"
"John","male"
"William","male"
"Mary","female"
"The","NA"
"James","male"
"Elizabeth","female"
"Drusilla","female"
"Jean","male"
"Rachel","female"
"Benjamin","male"
"Sulphur","NA"
"Edward","male"
"John","male"
"Walter","male"
"DARRELL","male"
"George","male"
"Apostle","NA"
"LaRhett","NA"
"Edward","male"
"C.C.","NA"
"Joseph","male"
"John","male"
"Michael","male"
"Francis","male"
"LaRhett","NA"
"Mary","female"
"Govr","NA"
"Lumen","NA"
"William","male"
"Joseph]","NA"
"John","male"
"Angel","male"
"Morris","male"
"William","male"
"Hannah","female"
"James","male"
"Joseph","male"
"Richard","male"
"Charles","male"
"Peter","male"
"Peter","male"
"Jens","male"
"Winter","female"
"C.","NA"
"Richard","male"
"Near","NA"
"Slaterville","NA"
"Mary","female"
"Mary","female"
"Ann","female"
"Charlotte","female"
"Charles","male"
"Rhoda","female"
"Sarah","female"
"the","NA"
"The","NA"
"Jane","female"
"Esther","female"
"Anne","female"
"Danish","male"
"Mary","female"
"Anna","female"
"Mary","female"
"Ellen","female"
"Annie","female"
"Utah","male"
"Spencer","male"
"A.","NA"
"Henry","male"
"Jimmy","male"
"Rudolph","male"
"M.","NA"
"Some","NA"
"Allen","male"
"Anna","female"
"the","NA"
"Barbra","female"
"Evelyn","female"
"David","male"
"Clara","female"
"Mormon","NA"
"Shirley","female"
"Bessie","female"
"Joyce","female"
"Lona","female"
"Terri","female"
"Shirlynn","NA"
"Faye","female"
"Marsha","female"
"Audrey","female"
"Marjorie","female"
"Marilyn","female"
"Kay","female"
"Ann","female"
"Clara","female"
"Fay","female"
"Helen","female"
"Mildred","female"
"J.W.","NA"
"George","male"
"H.H.","NA"
"Ella","female"
"Charles","male"
"Francis","male"
"LaVern","male"
"Frances","female"
"Utahns","NA"
"Arnold","male"
"Dennis","male"
"Milton","male"
"Christian","male"
"H.","NA"
"Lincoln","male"
"John","male"
"Gertrude","female"
"Masonic","NA"
"Newell","NA"
"John","male"
"Harmon","male"
"A.","NA"
"John","male"
"Frances","female"
"Kenneth","male"
"Ephraim","male"
"Claude","male"
"Archaeologist","NA"
"Earl","male"
"Neal","male"
"Joe","male"
"Joseph","male"
"G.G.","NA"
"Charles","male"
"John","male"
"Bishop","male"
"Hannah","female"
"C.","NA"
"Bernard","male"
"Gilbert","male"
"Zuni","NA"
"Lawrence","male"
"Barton","male"
"Barton","male"
"Lee","male"
"Tall","NA"
"Walter","male"
"Walter","male"
"LEE","male"
"Charles","male"
"A.","NA"
"Edward","male"
"Charles","male"
"George","male"
"Henry","male"
"Herbert","male"
"Joseph","male"
"B.Z.","NA"
"Calvin","male"
"Koosharem","NA"
"James","male"
"Robert","male"
"William","male"
"John","male"
"Willis","male"
"Royal","male"
"Augustus","male"
"Elder","male"
"Milo","male"
"Hiram","male"
"Stephan","male"
"David","male"
"Cannon,“J.","NA"
"John","male"
"John","male"
"J.J.","NA"
"Charles","male"
"J.","NA"
"S.","NA"
"Isaac","male"
"Edwin","male"
"James","male"
"Harriet","female"
"John","male"
"John","male"
"John","male"
"Frederick","male"
"Aaron","male"
"Matthew","male"
"David","male"
"Robert","male"
"Loup","NA"
"James","male"
"Samuel","male"
"Jim","male"
"Jim","male"
"Bob","male"
"Joseph","male"
"Bevis","NA"
"Harold","male"
"Oleg","male"
"Louis","male"
"W.","NA"
"Claude","male"
"Parley","NA"
"Ed","male"
"St","NA"
"Wernher","NA"
"James","male"
"Morton","male"
"Hercules","male"
"Joseph","male"
"Frank","male"
"William","male"
"T.","NA"
"Harry","male"
"Mitt","NA"
"MICHAEL","male"
"Mormon","NA"
"Mechanic","NA"
"James","male"
"John","male"
"Hannah","female"
"David","male"
"Frank","male"
"Caroline","female"
"John","male"
"J.E.","NA"
"Lyle","male"
"Ed","male"
"Got","NA"
"H.M.","NA"
"Malad","NA"
"Bert","male"
"Tom","male"
"Roy","male"
"Thomas","male"
"Caroline","female"
"Wendell","male"
"Lou","male"
"Glen","male"
"Phyllis","female"
"Glenn","male"
"Dale","male"
"Duke","male"
"Sherwood","male"
"R.","NA"
"Edward","male"
"Emily","female"
"Leo","male"
"Joseph","male"
"Rudolf","male"
"L.","NA"
"Robert","male"
"Etats","NA"
"Charles","male"
"Abbot","NA"
"E.","NA"
"Possibly","NA"
"Filling","NA"
"Friedrich","male"
"Ogden","NA"
"Benjamin","male"
"Midway","NA"
"Johann","male"
"Robert","male"
"Gordon","male"
"Blain","male"
"Lund","NA"
"G.","NA"
"George","male"
